time,open,close,high,low,volume
1759167000,253.3900,253.3550,253.5000,253.1300,1359868
1759165200,253.3500,253.4000,253.4650,253.2100,2481060
1759163400,253.6700,253.3400,253.7800,253.2500,1360179
1759161600,253.5350,253.6600,254.0700,253.5300,1435877
1759159800,253.4600,253.5350,253.6500,253.1200,1800294
1759158000,253.9500,253.4800,254.1700,253.3100,1849509
1759156200,254.2050,253.9300,254.2400,253.7000,2232056
1759154400,253.7050,254.2199,254.5000,253.2709,2713608
1759152600,254.5600,253.7050,254.8700,253.0100,5601891
1759150800,255.3700,254.5300,255.8000,254.2300,187871
1759149000,255.2800,255.3800,255.4600,254.7500,89407
1759147200,254.5300,255.2800,256.3000,254.3800,183025
1759145400,254.8400,254.7000,254.9900,254.4500,25905
1759143600,254.8700,254.8300,255.2700,254.7300,37292
1759141800,255.0800,254.8400,255.1000,254.4700,24223
1759140000,255.0900,255.0500,255.3000,254.9200,14467
1759138200,254.8100,255.1400,255.3000,254.7700,20995
1759136400,254.7400,254.8100,254.9800,254.7000,16602
1759134600,254.7900,254.8000,254.9700,254.4500,25161
1759132800,253.6600,254.8000,256.6500,253.6600,60514
1758929400,255.4800,255.4800,255.5325,255.4000,7548
1758927600,255.5000,255.4700,255.5700,255.4500,10136
1758925800,255.5100,255.5000,255.5700,255.5000,5654
1758924000,255.6000,255.5300,255.6000,242.3546,11323
1758922200,255.6500,255.5500,255.7200,255.4600,24640
1758920400,255.6200,255.6500,255.7500,209.1100,450716
1758918600,255.6582,255.6200,255.7500,255.4600,27214
1758916800,255.4600,255.6585,255.9110,255.3400,13493954
1758915000,255.6400,255.4600,255.6498,254.9000,4573343
1758913200,256.2000,255.6450,256.2200,255.4900,1648220
1758911400,256.5650,256.2000,256.7299,255.9655,1258659
1758909600,256.0900,256.5600,256.7800,256.0400,1606750
1758907800,256.5200,256.1000,257.6000,255.8600,2425538
1758906000,256.3300,256.5200,256.9800,256.2000,1668873
1758904200,255.6600,256.3400,256.4000,255.4800,1379364
1758902400,255.0700,255.6650,255.7100,254.9200,1753927
1758900600,255.9700,255.0600,256.0400,254.8600,1921189
1758898800,255.0200,255.9701,256.0000,254.9200,3252192
1758897000,255.0200,255.0250,255.6800,254.5700,4395738
1758895200,256.2650,255.0200,256.6000,253.9300,3741734
1758893400,254.0950,256.2886,256.3400,253.7800,7267608
1758891600,254.3700,254.0400,254.8500,253.7700,171055
1758889800,254.7900,254.4800,255.4200,254.2500,134584
1758888000,255.8000,254.7000,256.8700,253.5900,359222
1758886200,254.4500,254.4400,255.0000,253.5900,123886
1758884400,255.9000,254.4300,256.2000,254.4300,101632
1758882600,256.1300,255.8700,256.1700,255.5800,12526
1758880800,256.0100,256.0800,256.4900,255.9300,45025
1758879000,255.9000,256.0100,256.0900,255.7100,19115
1758877200,255.5200,255.9000,256.1600,255.3700,19243
1758875400,255.6300,255.5200,255.7400,255.3300,13854
1758873600,256.0000,255.6900,256.5700,255.6000,17751
1758843000,256.1500,256.2000,256.8700,256.0800,59550
1758841200,256.2700,256.1800,256.4000,255.7100,18413
1758839400,256.3200,256.2700,256.8700,256.2000,50070
1758837600,256.2600,256.3000,256.6800,256.2300,22725
1758835800,256.4000,256.2300,256.4000,256.1000,18477
1758834000,256.2200,256.3800,256.8700,256.2000,61209
1758832200,256.3600,256.2200,256.8700,256.1000,2048425
1758830400,256.9400,256.3600,257.0000,256.3400,15370462
1758828600,256.9500,256.9400,257.1100,255.4200,6559563
1758826800,255.9900,256.9600,257.1700,255.8700,4926209
1758825000,254.5500,256.0000,256.1000,254.2300,4956971
1758823200,253.2100,254.5600,254.5900,252.8500,2582822
1758821400,253.5000,253.2100,253.7000,253.1600,1302510
1758819600,253.2300,253.5000,253.8800,253.1200,1987169
1758817800,252.5400,253.2300,253.3699,252.5000,1648772
1758816000,252.8756,252.5300,252.9900,252.3000,1755563
1758814200,253.5001,252.8850,253.9100,252.8300,1704269
1758812400,253.6900,253.5001,254.1300,253.1105,2557826
1758810600,254.0001,253.6800,254.1388,253.0300,2206094
1758808800,252.3300,254.0000,254.1200,252.1200,3480004
1758807000,253.2050,252.3100,254.3200,251.7120,7701483
1758805200,252.4100,253.2900,253.7400,251.4900,285298
1758803400,251.9900,252.3400,252.9300,251.8100,126210
1758801600,251.4700,251.9800,253.9912,251.3300,147786
1758799800,252.7600,252.7000,252.8900,252.0700,43428
1758798000,252.8600,252.7600,253.2200,252.5400,42208
1758796200,251.8400,253.0000,253.9400,251.8400,78877
1758794400,251.5500,251.7300,252.1600,251.5100,10908
1758792600,251.6400,251.5500,251.7000,251.3200,14264
1758790800,251.6000,251.6100,251.6900,251.5100,3137
1758789000,251.7200,251.5600,251.8600,251.4100,5556
1758787200,252.2700,251.6900,252.3100,251.4900,11218
1758756600,252.0300,252.1500,252.3000,252.0200,15464
1758754800,252.2000,252.0263,252.2800,252.0200,11367
1758753000,252.2700,252.2000,252.3000,252.2000,8254
1758751200,252.3400,252.2700,252.4900,252.2600,6110
1758749400,252.2600,252.3400,252.4900,252.2600,12944
1758747600,252.3300,252.2600,252.4500,213.7600,16085
1758745800,252.3700,251.9286,254.5241,243.8496,59588
1758744000,252.2000,252.3700,252.4800,252.0000,20970117
1758742200,251.3900,252.2400,252.5000,251.2900,3959342
1758740400,251.7200,251.3900,251.7650,251.2400,1297777
1758738600,251.7300,251.7250,251.7950,251.2500,1078969
1758736800,251.4938,251.7298,251.8400,251.2800,1172405
1758735000,251.5150,251.5000,252.1100,251.3200,957961
1758733200,251.5400,251.4900,251.8300,251.3400,982647
1758731400,252.1714,251.5397,252.2610,251.4000,1309705
1758729600,251.4100,252.1700,252.2600,251.0400,2404410
1758727800,252.1200,251.4050,252.2100,251.2800,2614098
1758726000,252.2200,252.1200,252.3100,251.5400,2005143
1758724200,252.6250,252.2101,252.9900,251.7200,2795775
1758722400,253.2800,252.6220,253.2995,252.0800,3096094
1758720600,255.2200,253.2500,255.7400,252.2800,5675156
1758718800,255.1100,255.2500,255.2600,254.6000,66089
1758717000,255.2010,255.0700,255.4500,254.4300,268578
1758715200,254.4800,255.1600,255.2100,253.7940,114638
1758713400,254.7100,254.9400,255.0000,254.6100,20557
1758711600,254.4000,254.7000,254.9500,254.3300,17958
1758709800,254.4600,254.3200,254.5700,254.2400,10221
1758708000,254.6300,254.4500,254.7000,254.4300,11362
1758706200,254.7300,254.6100,254.7300,254.5000,8536
1758704400,254.6500,254.7500,255.0000,254.4300,16286
1758702600,254.2100,254.6900,254.6900,254.1000,9116
1758700800,254.3000,254.2100,254.4300,253.5200,19424
1758670200,254.0100,254.1900,254.1900,254.0000,14536
1758668400,254.3500,254.0000,254.4000,253.8400,11367
1758666600,254.3500,254.3600,254.4000,254.1300,10854
1758664800,254.2600,254.3500,254.4900,254.2600,15342
1758663000,254.3500,254.2600,254.4100,225.1300,8229
1758661200,254.3500,254.3500,254.4300,240.2364,7891
1758659400,254.3100,254.3100,259.8858,240.2364,88934
1758657600,254.5200,254.3122,255.2399,254.0205,19250161
1758655800,254.1600,254.5300,254.5300,253.6700,5076569
1758654000,254.1200,254.1699,254.2400,253.5800,2336407
1758652200,254.6400,254.1250,254.8400,254.0900,2356160
1758650400,254.3350,254.6400,254.9610,253.9700,3172750
1758648600,254.6500,254.3276,254.8850,253.9300,2929910
1758646800,255.0800,254.6700,255.2300,254.4000,3102910
1758645000,255.7201,255.0930,255.8500,254.6800,2153684
1758643200,255.9650,255.7269,256.2100,255.5600,1978411
1758641400,256.1100,255.9656,256.1500,255.3450,2479875
1758639600,255.3100,256.1000,256.3800,255.2200,3617088
1758637800,256.6100,255.2900,256.7200,255.0000,4327584
1758636000,256.2100,256.6173,257.0000,255.5200,4695860
1758634200,255.8750,256.2000,257.3400,255.2800,9086373
1758632400,255.0300,255.9169,256.0000,254.7500,258235
1758630600,254.8700,255.0300,256.0800,254.7500,831903
1758628800,256.1000,254.8600,256.7770,254.6000,231951
1758627000,255.0800,255.0500,255.1700,254.6000,44804
1758625200,255.2800,255.0800,255.4700,254.6900,46595
1758623400,255.4400,255.2400,255.5500,255.0900,18190
1758621600,255.6000,255.3600,255.6600,255.1500,12035
1758619800,255.3000,255.6000,255.8200,255.0800,17305
1758618000,255.0500,255.2500,255.6000,254.9300,29339
1758616200,256.3400,255.1000,256.3700,255.0900,39003
1758614400,256.4300,256.3300,256.9100,256.0000,40784
1758583800,256.2800,256.4462,256.4500,256.2400,48841
1758582000,256.2400,256.2700,256.3000,256.2300,14802
1758580200,256.2800,256.2400,256.3000,256.2000,24847
1758578400,256.4200,256.3000,256.4200,256.2200,50378
1758576600,256.5500,256.4200,256.9307,256.0800,167958
1758574800,256.3500,256.5400,261.8940,256.0800,97480
1758573000,256.1100,256.4100,256.9307,256.0800,92512
1758571200,256.1300,256.1800,256.4900,200.3000,23022766
1758569400,255.8000,256.0900,256.2600,255.3200,9093782
1758567600,255.4000,255.7900,256.0600,255.3100,4381735
1758565800,255.2450,255.4000,255.7700,254.7337,3831395
1758564000,254.1000,255.2450,255.2600,254.0200,2547793
1758562200,254.5800,254.1067,254.9400,253.9000,2724632
1758560400,254.2050,254.5929,254.7300,253.5200,3586288
1758558600,253.7300,254.2100,254.2150,253.1600,4837718
1758556800,256.0700,253.7200,256.3100,253.5800,7912697
1758555000,255.7700,256.0531,256.6400,254.7000,8163100
1758553200,253.6200,255.7900,256.0800,253.3850,10772777
1758551400,252.6600,253.6000,253.6898,248.2000,6182918
1758549600,251.1100,252.6716,252.7350,248.2000,8348468
1758547800,248.3000,251.0950,251.3443,248.1200,16643768
1758546000,248.0100,248.3200,248.7700,247.7500,393563
1758544200,247.3900,248.0200,248.2390,245.5000,284956
1758542400,245.5000,247.2600,247.4300,244.3800,1758675
1758540600,246.6200,246.9500,247.0500,246.5500,54218
1758538800,246.4200,246.6200,246.6600,246.1000,58587
1758537000,247.3000,246.4300,247.3200,246.3700,27796
1758535200,246.8500,247.2900,247.4200,246.5600,51320
1758533400,246.5300,246.8000,246.8000,246.1100,21143
1758531600,246.5900,246.5300,247.2300,246.0800,48724
1758529800,246.3900,246.5600,247.0200,246.3300,32227
1758528000,245.7000,246.3900,247.0000,245.0600,101330
1758324600,245.7320,245.6900,245.7500,245.6300,34232
1758322800,245.6600,245.7366,245.7500,245.6600,22858
1758321000,245.6300,245.6600,245.7000,245.6200,15416
1758319200,245.5500,245.6200,245.7000,234.4582,227132
1758317400,245.5800,245.4845,245.6300,229.8601,20107
1758315600,245.4900,245.5900,245.6900,245.4700,89624
1758313800,245.4900,245.4900,245.8000,245.4700,170991
1758312000,245.3570,245.4700,245.6100,238.2450,126308254
1758310200,245.6000,245.2800,246.3000,244.7400,12990152
1758308400,245.5000,245.6100,245.8900,245.4400,4283647
1758306600,245.4850,245.5100,246.1000,245.1900,3204482
1758304800,245.4050,245.4900,246.2699,244.9500,6468746
1758303000,245.2400,245.4000,245.9500,244.9000,3278411
1758301200,245.1600,245.2500,245.5000,244.9000,3233288
1758299400,244.5125,245.1550,245.9200,244.2650,9035619
1758297600,243.2700,244.5200,244.5700,243.1700,5801894
1758295800,242.2737,243.2900,243.3900,242.0492,3229206
1758294000,242.8500,242.2800,243.0000,241.8000,4051218
1758292200,241.1500,242.8400,243.1600,241.0600,6092493
1758290400,240.8850,241.1500,241.5100,240.2106,4724819
1758288600,241.2250,240.8850,242.7000,240.3500,20257120
1758286800,240.2500,241.2100,241.7100,239.8000,671903
1758285000,240.8100,240.2500,240.9900,240.0000,134969
1758283200,238.5000,240.9300,241.0800,237.8800,560426
1758281400,239.5750,240.6400,240.8500,239.5000,140170
1758279600,239.3400,239.5900,239.7700,239.3300,44686
1758277800,239.6600,239.3600,239.7500,239.3300,14082
1758276000,239.5600,239.6800,239.8300,239.1200,30994
1758274200,239.7000,239.6100,239.8300,239.5000,17428
1758272400,238.4300,239.7000,240.4200,238.4000,134803
1758270600,238.4600,238.4400,238.5900,238.3400,6250
1758268800,237.8800,238.5200,238.6400,237.8800,33920
1758238200,238.1900,238.1510,238.2000,238.1000,8463
1758236400,238.1197,238.1500,238.1900,238.1000,12928
1758234600,238.1001,238.1800,238.1900,238.0700,4957
1758232800,238.1300,238.1001,238.1900,234.0006,61109
1758231000,237.9800,238.1300,238.1600,227.4311,24756
1758229200,238.0100,237.9700,249.8087,228.4912,9642
1758227400,238.0200,238.0046,249.8087,227.4311,505144
1758225600,237.8500,238.0200,238.1500,237.7500,17067365
1758223800,237.4550,237.8500,238.1100,237.4350,4048488
1758222000,237.6900,237.4600,237.8000,237.2501,2057960
1758220200,237.8100,237.6900,237.9464,237.5700,1482539
1758218400,237.3800,237.8018,238.0200,237.3130,1560562
1758216600,237.8700,237.3900,238.1000,237.2102,1473075
1758214800,237.9500,237.8800,238.2100,237.7550,1999214
1758213000,237.9500,237.9550,238.1350,237.6400,1533620
1758211200,237.5900,237.9400,238.1800,237.4450,1566139
1758209400,238.2100,237.6100,238.5400,237.3500,2042944
1758207600,238.2500,238.1900,238.7950,238.1000,1911096
1758205800,237.5650,238.2350,238.3900,237.3150,2676767
1758204000,238.4300,237.5600,238.4300,236.6500,4407700
1758202200,239.9700,238.4450,241.2000,237.6300,6149770
1758200400,239.2200,240.0000,240.5400,238.9900,358103
1758198600,239.8100,239.2200,239.9000,239.0800,82258
1758196800,240.1212,239.8100,240.9700,238.9900,223293
1758195000,239.8700,239.3600,239.8700,239.0200,53157
1758193200,240.1300,239.8500,240.2800,239.8100,30648
1758191400,240.1000,240.2100,240.2500,239.8100,20337
1758189600,240.2300,240.1400,240.3800,240.0000,15376
1758187800,240.6300,240.2900,240.8000,240.1000,23701
1758186000,240.9000,240.6300,240.9600,240.3000,23232
1758184200,240.6700,240.8700,240.9800,240.5000,34357
1758182400,240.3600,240.6600,240.8600,239.6500,31448
1758151800,239.6000,239.7001,239.7500,239.5000,23011
1758150000,239.5538,239.6000,239.7500,239.5000,22036
1758148200,239.3600,239.5600,239.6500,239.2800,21803
1758146400,239.4000,239.2800,239.4400,239.2800,7767
1758144600,239.3200,239.4400,239.4400,238.9900,12436
1758142800,239.2100,239.3200,243.9135,233.5364,12263
1758141000,239.5000,239.2100,243.9135,233.5364,49438
1758139200,238.9700,239.5700,240.0000,238.2400,19100148
1758137400,239.2700,238.9500,239.2800,238.4750,4226396
1758135600,238.5800,239.2629,239.4600,238.5200,2674762
1758133800,239.5500,238.5800,239.6300,237.7301,3235293
1758132000,239.4300,239.5600,239.8300,238.4500,2779976
1758130200,239.5200,239.4400,239.6200,238.9100,1790008
1758128400,239.5850,239.5200,239.6200,239.4000,1098503
1758126600,239.6800,239.5850,239.7700,239.3500,1794120
1758124800,239.5600,239.6743,239.6900,239.2800,1384292
1758123000,239.4850,239.5527,239.7800,239.3500,1786403
1758121200,239.5400,239.4800,239.6300,239.2000,1841015
1758119400,239.6400,239.5350,240.0100,239.3800,2161312
1758117600,239.2400,239.6300,240.0200,239.0600,2883693
1758115800,238.9700,239.2200,240.1000,238.7900,6300339
1758114000,238.7000,238.9792,239.0500,238.5500,135590
1758112200,238.1500,238.7183,238.7200,238.1400,83287
1758110400,237.7000,238.1500,238.2000,237.3042,413471
1758108600,237.8800,238.0900,238.1400,237.7600,12841
1758106800,237.9200,237.8800,238.1400,237.8300,16608
1758105000,237.9100,237.9000,238.2500,237.8000,20385
1758103200,237.7400,237.9400,237.9900,237.7000,8579
1758101400,237.6600,237.7000,237.8200,237.6100,14066
1758099600,237.6400,237.7000,237.8000,237.5400,8806
1758097800,237.6200,237.6300,237.7900,237.3100,19377
1758096000,237.9200,237.6000,237.9600,237.4900,9600
1758065400,237.8500,237.9100,237.9100,237.8000,7347
1758063600,237.9400,237.8800,238.0800,237.8000,10432
1758061800,237.8901,237.9399,238.0000,237.8900,12126
1758060000,237.9700,237.9100,238.1500,237.8012,23428
1758058200,237.9900,237.9501,238.1000,224.2896,12684
1758056400,237.8600,237.9600,241.0694,224.4959,16831
1758054600,238.1200,237.9500,241.0694,224.2896,87323
1758052800,238.1200,238.1500,239.9050,238.0100,21650485
1758051000,238.9350,238.1400,239.6300,238.0800,5872278
1758049200,239.0600,238.9400,239.6000,238.8500,2922518
1758047400,238.9300,239.0600,239.1100,238.8100,1824991
1758045600,238.3200,238.9300,239.0300,238.2099,1916686
1758043800,239.1000,238.3200,239.1100,238.1300,2345360
1758042000,239.1500,239.0900,239.4000,238.6301,1643633
1758040200,239.2000,239.1400,239.3500,238.9000,1569939
1758038400,238.6600,239.1950,239.4142,238.6300,2846152
1758036600,239.5801,238.6550,239.5801,238.4650,2455591
1758034800,238.9900,239.5929,239.8500,238.2450,3523801
1758033000,239.5300,238.9800,239.7300,238.7300,3888540
1758031200,240.3750,239.5300,241.2200,239.4800,7557470
1758029400,237.1750,240.3600,240.5600,236.3235,11649214
1758027600,236.9300,237.1700,237.2500,236.5000,141834
1758025800,236.8200,236.7500,236.9800,235.8500,46219
1758024000,236.6700,236.6500,236.9988,236.0995,1057589
1758022200,236.7400,236.8600,236.8900,236.6000,22480
1758020400,236.6000,236.7100,236.7800,236.0900,36551
1758018600,236.5200,236.6000,236.6200,236.4200,7023
1758016800,236.5500,236.5800,236.6000,236.4700,8657
1758015000,236.8000,236.5500,236.8100,236.5000,9153
1758013200,236.8500,236.7700,236.9200,236.7000,6328
1758011400,236.8700,236.8800,236.9200,236.7700,9662
1758009600,236.3000,236.8900,237.0000,236.3000,29341
1757979000,236.3000,236.3199,236.3488,236.1500,11438
1757977200,236.2200,236.2500,236.3000,236.1000,11170
1757975400,236.3700,236.2100,236.7000,236.1600,15780
1757973600,236.3000,236.3700,236.6000,236.3000,19796
1757971800,236.3900,236.3200,236.7000,236.2200,32171
1757970000,236.2360,236.3999,245.2882,223.3806,25440
1757968200,236.4200,236.2300,245.2882,223.4856,35142
1757966400,236.7600,236.4200,239.6900,234.0700,8909270
1757964600,235.9700,236.7600,236.7900,235.6800,4732628
1757962800,236.1750,235.9700,236.3400,235.7100,1810049
1757961000,235.6350,236.1700,236.1700,235.2700,1760352
1757959200,236.0200,235.6400,236.1400,235.6324,1326337
1757957400,235.7500,236.0200,236.1200,235.5800,1627780
1757955600,236.2300,235.7600,236.3700,235.7000,1582499
1757953800,236.5649,236.2300,236.5905,236.0800,1382786
1757952000,237.0650,236.5700,237.0650,236.4700,1453432
1757950200,236.8150,237.0650,237.3000,236.7400,2232072
1757948400,236.9500,236.8150,237.0000,236.4200,2060430
1757946600,236.2100,236.9600,237.0200,235.6600,2932539
1757944800,235.3300,236.2150,236.7801,235.0550,3401179
1757943000,237.0000,235.3599,238.1900,235.0300,9195132
1757941200,237.2400,237.0000,237.3500,236.9500,197833
1757939400,236.7000,237.1600,237.6996,236.5000,185826
1757937600,234.0700,236.6981,237.3300,234.0700,686379
1757935800,236.2800,236.5200,236.6500,236.0000,63207
1757934000,236.3200,236.2900,237.1800,236.0400,97389
1757932200,236.1200,236.3300,236.4000,235.9000,50007
1757930400,236.2800,236.1800,236.3200,236.0100,31268
1757928600,236.7100,236.2800,236.7200,236.1500,18545
1757926800,236.7300,236.7200,236.7600,236.1100,23739
1757925000,235.7000,236.7800,237.3000,235.4700,106909
1757923200,234.5400,235.7100,235.9000,234.1200,76722
1757719800,233.8900,233.9700,234.0000,233.8600,16957
1757718000,233.9700,233.8700,233.9700,233.8000,8429
1757716200,233.9400,233.9200,233.9700,233.8100,14597
1757714400,233.9600,233.9308,234.0000,233.9200,12875
1757712600,234.0000,233.9500,234.0000,233.9000,15953
1757710800,234.0000,233.9985,242.3546,219.3378,442596
1757709000,234.0500,234.0200,234.0700,221.3802,73480
1757707200,234.0500,234.0600,234.3000,233.6300,11894793
1757705400,233.7800,234.0600,234.2900,233.5100,5874500
1757703600,234.0100,233.7755,234.4500,233.7300,2305578
1757701800,233.5400,234.0000,234.2200,233.0200,4665468
1757700000,233.6800,233.5400,233.7116,233.2200,1604950
1757698200,233.2200,233.6600,233.8700,233.2185,1598677
1757696400,233.1250,233.2350,233.4600,233.0000,2091977
1757694600,233.9637,233.1385,233.9650,233.1250,2877322
1757692800,233.9855,233.9694,234.2650,233.7650,2049889
1757691000,234.0900,233.9700,234.4900,233.6210,2653892
1757689200,233.9500,234.0950,234.2900,229.2400,3348590
1757687400,234.0800,233.9400,234.5100,233.4700,4696327
1757685600,231.1000,234.0700,234.0780,230.9300,6960323
1757683800,229.2200,231.2140,231.2300,229.0200,5552596
1757682000,229.2300,229.3100,229.6651,228.7000,155095
1757680200,229.5000,229.3000,238.2400,227.5003,405996
1757678400,229.7888,229.5000,230.1000,229.0000,1780491
1757676600,229.3200,229.3300,229.3800,229.0800,18482
1757674800,229.0800,229.3600,229.3600,229.0100,30466
1757673000,229.4100,229.0200,229.4600,229.0200,14872
1757671200,229.4700,229.4200,229.5200,229.3300,5637
1757669400,229.4500,229.4300,229.5700,229.2600,16192
1757667600,229.4900,229.4500,229.6000,229.4100,8010
1757665800,229.5000,229.5200,229.5500,229.4000,10119
1757664000,229.6100,229.4800,229.8300,228.4400,29971
1757633400,229.5000,229.4400,229.5800,229.3200,16859
1757631600,229.4500,229.5000,229.5800,229.3100,14638
1757629800,229.3300,229.5800,229.5800,229.1600,19849
1757628000,229.3700,229.3000,229.5799,228.8900,29234
1757626200,229.5000,229.3600,230.0300,229.3100,65581
1757624400,229.5100,229.5000,229.6600,229.5000,14831
1757622600,229.7800,229.5783,240.6903,217.8036,54948
1757620800,230.0200,229.5100,230.1500,229.4100,13572384
1757619000,229.8400,230.0200,230.4500,229.8000,5627785
1757617200,229.8700,229.8500,230.0650,229.4100,2049757
1757615400,229.4650,229.8575,230.1508,229.4400,1834981
1757613600,230.0600,229.4600,230.0800,229.1800,2481817
1757611800,229.4700,230.0600,230.1600,229.3900,2181877
1757610000,228.7600,229.4700,229.5400,228.6448,2221418
1757608200,228.6000,228.7500,228.7900,228.3100,1294842
1757606400,228.4100,228.6100,228.7600,228.0300,1516007
1757604600,228.7500,228.4100,228.7800,228.1890,1997907
1757602800,229.0364,228.7700,229.3200,228.4100,2521762
1757601000,228.9400,229.0350,229.3000,228.3202,4200031
1757599200,229.0201,228.9400,229.1850,228.3600,4577609
1757597400,226.8750,229.0450,229.1500,226.6500,7230028
1757595600,227.6000,226.7200,228.5600,226.6500,504487
1757593800,227.3200,227.5993,227.6500,226.6500,234366
1757592000,226.7900,227.4000,228.4488,226.5000,966725
1757590200,227.4100,227.2800,227.6600,227.2000,26117
1757588400,227.2700,227.4200,227.4500,227.0800,32546
1757586600,227.3400,227.2700,227.5500,227.1800,23346
1757584800,228.1000,227.3000,228.1300,226.5000,95961
1757583000,228.3500,228.0700,228.4000,227.9800,33628
1757581200,227.8800,228.3700,228.4500,227.7700,36546
1757579400,227.7400,227.8500,228.0400,227.7000,31653
1757577600,227.4500,227.7400,227.8700,226.9000,27998
1757547000,227.1500,227.0212,227.2000,226.9000,36797
1757545200,227.3700,227.1500,227.3800,227.0800,35604
1757543400,227.3600,227.3800,227.4000,227.3400,29935
1757541600,227.2900,227.3500,227.3600,227.2200,30496
1757539800,227.1002,227.3000,239.5700,227.0900,39295
1757538000,227.0000,227.1000,238.5171,213.4692,97539
1757536200,226.8000,227.0000,237.2352,212.2442,45497
1757534400,226.7766,226.8700,227.8341,226.7400,20750520
1757532600,226.1850,226.7800,227.3000,225.9500,7728372
1757530800,226.8900,226.1850,227.0470,226.1800,3345966
1757529000,227.0550,226.8900,227.3500,226.4150,2819077
1757527200,226.6750,227.0583,227.0850,226.3500,3554802
1757525400,226.8000,226.6850,227.0800,226.5886,2659937
1757523600,227.4050,226.8050,227.7450,226.6200,2571603
1757521800,227.7450,227.4100,227.7900,226.8200,4007931
1757520000,227.2550,227.7465,228.0550,226.9850,4254436
1757518200,227.0400,227.2600,227.3599,226.2401,5902668
1757516400,227.7399,227.0400,232.1966,227.0200,5706774
1757514600,228.1100,227.7300,228.3464,227.3500,5853453
1757512800,229.5326,228.1080,231.9780,227.5500,8300252
1757511000,232.1850,229.5496,232.4200,228.8400,12461966
1757509200,233.0000,231.9700,234.3500,231.5100,480079
1757507400,232.4000,233.0000,233.5500,232.3800,318251
1757505600,233.6800,232.4600,234.8000,232.0600,356236
1757503800,233.3600,233.3300,233.4200,233.1000,49328
1757502000,233.5000,233.3300,233.8400,233.3000,50129
1757500200,233.5200,233.5400,233.6500,233.2800,30041
1757498400,233.4500,233.5400,233.6000,233.3700,15947
1757496600,233.3800,233.5000,233.7300,233.3500,15846
1757494800,233.4300,233.3500,233.4300,233.1800,17361
1757493000,233.5000,233.4400,233.5000,233.2100,26358
1757491200,234.0300,233.4900,234.3000,233.4900,45137
1757460600,233.6000,233.5301,233.6000,233.5000,51529
1757458800,233.6500,233.6000,233.7900,233.3000,44232
1757457000,233.5500,233.6500,233.8605,233.5200,44062
1757455200,233.1600,233.5500,233.7000,233.0400,68947
1757453400,233.0500,233.1600,234.3500,233.0100,215878
1757451600,233.2000,233.0400,235.9500,226.7392,498662
1757449800,233.8500,233.2300,240.2364,221.0936,164013
1757448000,234.3400,233.9000,234.4000,233.7500,11733204
1757446200,234.3100,234.3500,234.6350,233.5150,6309977
1757444400,233.7400,234.3100,234.4900,233.5600,4092471
1757442600,234.5350,233.7399,234.7000,233.3600,5452341
